organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,aru_task_status,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,species_individual_comments,task_comments
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2393349,1,Song,11.08,2.29,-57.59,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2393344,1,Song,1.08,1.44,-56.9,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,2393347,1,Song,6.25,1.10,-53.82,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2393376,1,Song,86.90,3.60,-47.54,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2393346,1,Song,4.13,1.65,-59.19,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,2393353,1,Song,110.68,4.31,-56.61,f,,Hannah Phillips,1234,confidence:To Be Checked,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2393343,1,Song,0.04,3.93,-58.33,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,233828,2021-06-17 22:17:00,204232,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,4,2393357,1,Song,8.00,1.51,-52.14,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,RBNU,Red-breasted Nuthatch,SITTA CANADENSIS,1,2311616,1,Song,289.33,3.38,-59.42,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2311586,1,Song,0.36,2.84,-46.03,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2311592,1,Song,17.58,3.05,-44.78,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,NOWA,Northern Waterthrush,PARKESIA NOVEBORACENSIS,1,2311591,1,Song,10.78,1.90,-58.26,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,LIRA,Light rain,"",1,2311603,1,Non-vocal,0.19,4.76,-45.3,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2311583,1,Song,0.76,5.60,-45.33,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2311581,1,Song,3.39,2.78,-45.76,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2311611,1,Song,189.35,3.01,-48.71,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2311613,1,Song,235.74,3.19,-51.53,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2311593,1,Song,25.16,1.80,-46.49,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2311585,1,Song,2.09,1.66,-46.08,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,MOWA,Mourning Warbler,GEOTHLYPIS PHILADELPHIA,1,2311597,1,Song,33.91,1.34,-47.31,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,BAWW,Black-and-white Warbler,MNIOTILTA VARIA,1,2311600,1,Song,34.65,1.96,-66.43,f,,Brandon Law,22,,
BU,600,CL-C1001-11,65809,,-113.512000,55.262110,,,232822,2021-06-18 05:32:00,203222,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2311579,1,Song,1.24,3.54,-45.27,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2311621,1,Song,3.51,2.83,-35.68,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,2311634,1,Song,28.23,1.64,-51.21,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2311629,1,Song,4.49,3.19,-45.9,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2311619,1,Song,0.23,2.51,-35.74,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2311624,1,Song,9.31,4.96,-46.61,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2311633,1,Song,21.73,3.13,-34.91,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2311626,1,Song,10.24,2.86,-40.14,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2311622,1,Song,0.63,3.01,-42.07,f,,Brandon Law,22,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,232823,2021-06-08 05:55:00,203223,Transcribed,300s,1SPT,UNAM,Unidentified passerine in the American Robin Song Complex,"",1,2311639,1,Song,168.49,3.00,-55.26,f,,Brandon Law,22,confidence:Unknown far,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,233952,2021-06-10 22:13:00,204356,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2429313,1,Song,127.65,1.70,-42.19,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,233952,2021-06-10 22:13:00,204356,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2429322,1,Song,139.46,1.40,-29.66,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,233952,2021-06-10 22:13:00,204356,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2429315,1,Song,129.95,2.69,-44.42,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,233952,2021-06-10 22:13:00,204356,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2429332,1,Song,40.89,2.04,-49.77,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,233952,2021-06-10 22:13:00,204356,Transcribed,180s,1SPT,CONW,Connecticut Warbler,OPORORNIS AGILIS,1,2429330,2,Song,0.08,7.83,-40.29,f,,Hannah Phillips,1234,"",
BU,600,CL-C1001-12,65763,,-113.512000,55.259800,,,233952,2021-06-10 22:13:00,204356,Transcribed,180s,1SPT,BCFR,Boreal Chorus Frog,PSEUDACRIS MACULATA,1,2429308,CI 1,Call,40.13,4.81,-45.89,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2321417,1,Song,5.51,2.94,-42.38,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2321424,1,Song,23.18,3.81,-52.04,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2321420,1,Song,8.30,2.88,-53.67,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2321434,1,Song,2.55,3.08,-62.65,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2321427,1,Song,34.56,3.23,-31.2,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,UNWA,Unidentified Warbler,"",1,2321431,1,Song,14.50,1.19,-60.27,f,,Bronwyn Robinson,533,confidence:Unknown far,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2321416,3,Song,0.61,4.28,-58.7,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,2321422,1,Song,13.45,3.38,-60,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2321437,1,Song,167.10,2.39,-49.73,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,232843,2021-06-19 05:52:00,203243,Transcribed,300s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2321418,1,Song,2.69,1.40,-58.64,f,,Bronwyn Robinson,533,"
 ",
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2335655,1,Song,7.24,1.66,-68.89,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2335671,1,Song,144.73,2.09,-71.6,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2335660,1,Song,27.74,0.95,-71,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2335682,1,Song,33.05,1.06,-70.78,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2335665,1,Song,124.79,5.85,-53.01,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,MYWA,Myrtle Warbler,SETOPHAGA CORONATA CORONATA,1,2335668,1,Song,139.23,1.80,-60.65,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,2335675,1,Song,0.73,0.78,-72.64,f,,Jon Van Arragon,1247,"Sounds like either AMRO or a vireo, too far to say confidence:Unknown far",
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2335663,1,Song,41.34,3.44,-53.95,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-13,65789,,-113.512000,55.257970,,,233900,2021-06-21 22:18:00,204304,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2335686,1,Song,157.98,4.75,-68.69,f,,Jon Van Arragon,1247,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2452721,1,Song,1.60,2.44,-59.19,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2452707,1,Song,8.45,2.64,-54.46,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,WIWR,Winter Wren,TROGLODYTES HIEMALIS,1,2452705,1,Song,3.53,6.18,-52.7,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,UNDU,Unidentified Duck,"",1,2452746,1,Call,82.40,3.69,-62.65,f,,Hannah Phillips,1234,confidence:To Be Checked,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2452729,1,Song,129.80,2.43,-54,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2452715,1,Song,10.94,3.75,-62.66,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2452719,1,Song,15.46,3.56,-58.45,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2452738,1,Song,61.06,5.00,-32.5,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,233911,2021-06-26 22:18:00,204315,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2452711,1,Song,2.71,1.53,-58.82,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2321232,1,Song,31.90,3.71,-50.25,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2321211,1,Song,5.04,3.06,-32.19,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2321215,1,Song,10.69,2.31,-46.24,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,WIWR,Winter Wren,TROGLODYTES HIEMALIS,1,2321210,1,Song,0.04,7.53,-19.82,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,WETA,Western Tanager,PIRANGA LUDOVICIANA,1,2321253,1,Song,267.93,2.43,-41.42,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,CHSP,Chipping Sparrow,SPIZELLA PASSERINA,1,2321247,1,Song,62.54,3.00,-45.47,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2321218,1,Song,8.24,4.56,-42.64,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,3,2321229,1,Song,32.39,3.75,-50.09,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,PIWO,Pileated Woodpecker,DRYOCOPUS PILEATUS,1,2321244,1,Non-vocal,53.81,1.89,-35.82,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,YBSA,Yellow-bellied Sapsucker,SPHYRAPICUS VARIUS,1,2321251,1,Non-vocal,129.06,2.36,-38.23,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2321214,1,Song,8.25,3.56,-42.1,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2321221,1,Song,33.68,2.96,-57.83,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2321240,1,Song,50.14,4.09,-43.75,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,YRWA,Yellow-rumped Warbler,SETOPHAGA CORONATA,1,2321219,1,Song,23.90,1.48,-61.59,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-14,65346,,-113.512000,55.256200,,,232836,2021-06-27 05:35:00,203236,Transcribed,300s,1SPT,CORA,Common Raven,CORVUS CORAX,1,2321256,1,Call,285.59,6.39,-68.25,f,,Bronwyn Robinson,533,,
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,232931,2021-06-09 22:13:00,203331,Bad Weather,300s,1SPT,NONE,NONE,"",,,,,,,,,,Brandon Law,22,,
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2373229,1,Song,0.08,2.25,-50.19,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,2,2373220,1,Song,0.89,2.46,-52.23,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,2,2373283,1,Song,23.34,1.49,-31.68,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,YEWA,Yellow Warbler,SETOPHAGA PETECHIA,1,2373231,1,Song,8.99,1.29,-45.38,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,LEYE,Lesser Yellowlegs,TRINGA FLAVIPES,1,2373255,1,Call,4.96,0.81,-46.88,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,COYE,Common Yellowthroat,GEOTHLYPIS TRICHAS,2,2373233,1,Song,10.81,0.99,-41.91,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,COYE,Common Yellowthroat,GEOTHLYPIS TRICHAS,1,2373224,1,Song,0.96,1.89,-48.32,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2373274,1,Song,15.86,2.80,-45.45,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2373223,1,Song,4.38,3.83,-40.76,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,2,2373287,1,Song,20.84,0.43,-35.57,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,WETA,Western Tanager,PIRANGA LUDOVICIANA,1,2373227,1,Song,2.56,2.41,-43.82,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,CCSP,Clay-colored Sparrow,SPIZELLA PALLIDA,1,2373296,1,Song,82.76,2.14,-41.04,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2373219,1,Song,0.03,0.73,-42.33,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,BRCR,Brown Creeper,CERTHIA AMERICANA,1,2373305,1,Song,144.55,1.11,-41.75,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,1,2373300,1,Song,125.39,4.39,-34.27,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,ALFL,Alder Flycatcher,EMPIDONAX ALNORUM,1,2373225,1,Song,3.24,0.54,-43.8,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,BAWW,Black-and-white Warbler,MNIOTILTA VARIA,1,2373291,1,Song,55.59,1.29,-51.27,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-21,71633,,-113.509000,55.262100,,,233953,2021-06-16 05:45:00,204357,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2373222,1,Song,3.81,1.94,-44.69,f,,Jon Van Arragon,1247,,Really diverse array of species!
BU,600,CL-C1001-22,71414,,-113.509000,55.259750,,,233904,2021-06-23 22:19:00,204308,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2452531,1,Song,10.04,3.23,-58.73,f,,Hannah Phillips,1234,,
BU,600,CL-C1001-22,71414,,-113.509000,55.259750,,,233904,2021-06-23 22:19:00,204308,Transcribed,180s,1SPT,YBSA,Yellow-bellied Sapsucker,SPHYRAPICUS VARIUS,1,2452540,1,Non-vocal,19.28,1.08,-48.38,f,,Hannah Phillips,1234,drumming,
