organization,project_id,location,location_id,location_buffer_m,longitude,latitude,equipment_make,equipment_model,recording_id,recording_date_time,task_id,aru_task_status,task_duration,task_method,species_code,species_common_name,species_scientific_name,individual_order,tag_id,individual_count,vocalization,detection_time,tag_duration,rms_peak_dbfs,tag_is_verified,tag_rating,observer,observer_id,species_individual_comments,task_comments
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,233870,2021-07-03 22:16:00,204274,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2423866,1,Song,83.33,2.60,-59.7,f,,Hannah Phillips,1234,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,233870,2021-07-03 22:16:00,204274,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2423865,1,Song,72.83,5.61,-56.19,f,,Hannah Phillips,1234,flight song,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2317277,1,Song,0.06,1.61,-28.07,f,,Brandon Law,22,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2317280,1,Song,5.14,3.81,-32.86,f,,Brandon Law,22,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2317279,1,Song,3.99,1.16,-52.14,f,,Brandon Law,22,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2317282,1,Song,9.79,2.44,-28.9,f,,Brandon Law,22,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2317278,1,Song,2.13,1.88,-46.81,f,,Brandon Law,22,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,1,2317283,1,Song,79.98,1.08,-56.03,f,,Brandon Law,22,,
BU,600,CL-CC2-4,71489,,-113.530000,55.251370,,,232875,2021-07-04 05:01:00,203275,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2317281,1,Song,3.45,2.00,-46.05,f,,Brandon Law,22,,
BU,600,CL-CC2-5,71595,,-113.527000,55.251650,,,232910,2021-07-04 05:01:00,203310,Bad Weather,300s,1SPT,NONE,NONE,"",,,,,,,,,,Brandon Law,22,,
BU,600,CL-CC2-5,71595,,-113.527000,55.251650,,,233908,2021-07-04 22:15:00,204312,Transcribed,180s,1SPT,UNPA,Unidentified Passerine,"",1,2441155,1,Song,140.46,1.65,-62.68,f,,Hannah Phillips,1234,,
BU,600,CL-CC2-5,71595,,-113.527000,55.251650,,,233908,2021-07-04 22:15:00,204312,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2441154,1,Song,45.98,2.46,-64.89,f,,Hannah Phillips,1234,,
BU,600,CL-CC2-5,71595,,-113.527000,55.251650,,,233908,2021-07-04 22:15:00,204312,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2441149,1,Song,2.81,2.21,-63.38,f,,Hannah Phillips,1234,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2354929,1,Song,10.41,3.56,-64.59,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,4,2354983,1,Song,168.81,5.99,-54.05,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2354936,1,Song,30.09,2.66,-58.35,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2354931,1,Song,16.96,0.80,-69.9,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2354934,1,Song,23.18,3.20,-45.13,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2354925,1,Song,0.08,5.03,-36.19,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2354984,1,Song,61.24,3.90,-72.66,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,233937,2021-07-04 22:15:00,204341,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2354940,1,Song,36.16,3.93,-70.22,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,232830,2021-07-05 05:22:00,203230,Transcribed,300s,1SPT,UNWO,Unidentified Woodpecker,"",1,2311728,1,Non-vocal,11.84,2.89,-43.45,f,,Brandon Law,22,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,232830,2021-07-05 05:22:00,203230,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2311743,1,Song,208.51,2.04,-54.01,f,,Brandon Law,22,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,232830,2021-07-05 05:22:00,203230,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2311739,1,Song,171.14,1.90,-52.57,f,,Brandon Law,22,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,232830,2021-07-05 05:22:00,203230,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2311737,1,Song,136.68,3.14,-47.25,f,,Brandon Law,22,,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,232830,2021-07-05 05:22:00,203230,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2311726,TMTT,Song,0.64,3.23,-49.55,f,,Brandon Law,22,AE:3-4,
BU,600,CL-CC2-7,71600,,-113.529000,55.249040,,,232830,2021-07-05 05:22:00,203230,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2311741,1,Song,181.83,2.84,-51.65,f,,Brandon Law,22,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2318895,1,Song,0.98,1.86,-60.69,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,LIWI,Light wind,"",1,2318894,1,Non-vocal,0.84,5.16,-32.28,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,LINO,Light continuous industrial noise,"",1,2318892,1,Non-vocal,2.00,5.05,-47.49,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,YBSA,Yellow-bellied Sapsucker,SPHYRAPICUS VARIUS,1,2318911,1,Non-vocal,34.48,1.85,-35.63,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,MOWI,Moderate wind,"",1,2318906,1,Non-vocal,110.01,5.01,-39.29,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,WWCR,White-winged Crossbill,LOXIA LEUCOPTERA,1,2318910,1,Call,289.24,5.95,-55.85,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2318901,3,Song,0.41,8.49,-58.32,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2318902,1,Song,27.08,3.78,-35.02,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2318905,1,Song,86.80,2.79,-65.26,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2318903,1,Song,22.61,2.73,-57.83,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,232793,2021-06-20 05:32:00,203193,Transcribed,300s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2318898,1,Song,8.81,1.24,-56.29,f,,Bronwyn Robinson,533,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,233837,2021-06-28 22:18:00,204241,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2312984,1,Song,40.66,2.14,-60.32,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,233837,2021-06-28 22:18:00,204241,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2312985,1,Song,70.95,4.85,-21.48,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,233837,2021-06-28 22:18:00,204241,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2312982,1,Song,19.04,2.31,-64.67,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,233837,2021-06-28 22:18:00,204241,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2312986,1,Song,94.81,4.15,-65.84,f,,Jon Van Arragon,1247,,
BU,600,CL-CC2-8,71626,,-113.529000,55.247300,,,233837,2021-06-28 22:18:00,204241,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2312989,1,Song,102.71,3.14,-61.49,f,,Jon Van Arragon,1247,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2417778,1,Song,21.11,3.36,-73.29,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,4,2417779,1,Song,25.83,1.33,-69.41,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,3,2417776,1,Song,15.65,2.41,-60.93,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,2,2417681,1,Song,8.29,1.34,-62.08,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2417675,1,Song,0.05,1.26,-62.45,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,3,2417686,1,Song,45.46,4.33,-58.74,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2417676,1,Song,2.91,2.15,-39.83,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,BAWW,Black-and-white Warbler,MNIOTILTA VARIA,1,2417790,1,Song,18.24,1.58,-27.23,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2417674,1,Song,4.06,1.65,-26.06,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,COLO,Common Loon,GAVIA IMMER,1,2417678,1,Call,0.01,3.50,-66.79,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,233833,2021-07-04 22:15:00,204237,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2417677,1,Song,5.78,5.51,-64.33,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2326469,3,Song,0.33,4.05,-60.15,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2326480,1,Song,164.68,2.31,-62.27,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,AMRE,American Redstart,SETOPHAGA RUTICILLA,1,2326482,1,Song,240.53,1.45,-58.07,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2326467,1,Song,5.06,3.43,-60.41,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,BBWA,Bay-breasted Warbler,SETOPHAGA CASTANEA,1,2326472,1,Song,29.30,1.29,-56.47,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2326470,1,Song,3.30,2.65,-60.66,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2326468,1,Song,11.13,3.21,-57.89,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2326473,1,Song,58.33,3.68,-28.84,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2326471,1,Song,15.74,2.84,-60.92,f,,Brandon Law,22,,
BU,600,CL-CC3-1,65631,,-113.417423,55.209603,,,232943,2021-07-05 05:02:00,203343,Transcribed,300s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2326476,1,Song,92.79,4.66,-48.84,f,,Brandon Law,22,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,UNKN,Unidentified signal,"",1,2440905,1,Call,121.21,9.00,-58.66,f,,Hannah Phillips,1234,frog? bird?  confidence:To Be Checked,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2440880,1,Song,20.00,2.99,-38.06,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,3,2440884,1,Song,28.11,3.26,-51.05,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2440878,1,Song,20.06,1.24,-48.36,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,SACR,Sandhill Crane,ANTIGONE CANADENSIS,1,2440890,1,Call,47.41,0.65,-33.81,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2440870,1,Song,121.76,2.15,-53.48,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,AMRO,American Robin,TURDUS MIGRATORIUS,1,2440894,1,Song,67.60,1.90,-31.52,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2440874,1,Song,7.29,3.51,-51.13,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,233925,2021-06-22 22:18:00,204329,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2440887,1,Song,24.70,1.03,-54.58,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-2,71434,,-113.421364,55.209786,,,232953,2021-06-23 05:53:00,203353,Bad Weather,300s,1SPT,NONE,NONE,"",,,,,,,,,,Brandon Law,22,,
BU,600,CL-CC3-3,71469,,-113.424985,55.209866,,,232896,2021-07-04 05:21:00,203296,Bad Weather,300s,1SPT,NONE,NONE,"",,,,,,,,,,Brandon Law,22,,
BU,600,CL-CC3-3,71469,,-113.424985,55.209866,,,233955,2021-07-04 22:15:00,204359,Transcribed,180s,1SPT,PIWO,Pileated Woodpecker,DRYOCOPUS PILEATUS,1,2429302,1,Non-vocal,94.44,1.58,-47.62,f,,Hannah Phillips,1234,drumming,
BU,600,CL-CC3-3,71469,,-113.424985,55.209866,,,233955,2021-07-04 22:15:00,204359,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2429301,1,Song,21.95,3.01,-68.24,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-3,71469,,-113.424985,55.209866,,,233955,2021-07-04 22:15:00,204359,Transcribed,180s,1SPT,COLO,Common Loon,GAVIA IMMER,1,2429298,1,Song,29.98,5.26,-66.96,f,,Hannah Phillips,1234,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,2,2313094,1,Song,45.48,2.81,-61.73,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,2,2313088,1,Song,14.94,3.04,-60.24,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,SWTH,Swainson's Thrush,CATHARUS USTULATUS,1,2313105,1,Song,176.10,1.34,-65.64,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,1,2313082,1,Song,0.04,8.80,-54.4,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2313092,1,Song,44.36,2.36,-67.83,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2313096,1,Song,62.54,3.91,-34.99,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,MYWA,Myrtle Warbler,SETOPHAGA CORONATA CORONATA,1,2313085,1,Song,13.84,1.45,-49.58,f,,Jon Van Arragon,1247,,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,233850,2021-06-03 22:06:00,204254,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2313084,1,Song,0.05,2.68,-51.38,f,,Jon Van Arragon,1247,Kind of interesting song variation with the middle phrase being much buzzier than usual,OVEN flight song at 95s was quite interesting!
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,RBGR,Rose-breasted Grosbeak,PHEUCTICUS LUDOVICIANUS,1,2314873,1,Song,192.88,2.88,-42.96,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,CORA,Common Raven,CORVUS CORAX,1,2314857,1,Call,15.73,2.00,-63.6,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,2,2314850,1,Song,3.66,3.13,-28.41,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,1,2314849,1,Song,0.61,5.71,-28.28,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,2,2314853,1,Song,3.34,2.39,-41.05,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,REVI,Red-eyed Vireo,VIREO OLIVACEUS,1,2314852,1,Song,0.45,2.61,-42.69,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2314855,1,Song,13.05,2.96,-41.77,f,,Brandon Law,22,,
BU,600,CL-CC3-4,71588,,-113.428543,55.209706,,,232869,2021-06-05 05:17:00,203269,Transcribed,300s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2314854,1,Song,7.80,3.01,-29,f,,Brandon Law,22,,
BU,600,CL-CC3-5,71546,,-113.431189,55.210049,,,232839,2021-06-10 05:54:00,203239,Bad Weather,300s,1SPT,NONE,NONE,"",,,,,,,,,,Brandon Law,22,,
BU,600,CL-CC3-5,71546,,-113.431189,55.210049,,,233963,2021-06-10 22:13:00,204367,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2373478,1,Song,55.16,4.81,-48.39,f,,Jon Van Arragon,1247,,
BU,600,CL-CC3-5,71546,,-113.431189,55.210049,,,233963,2021-06-10 22:13:00,204367,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,2,2373481,1,Song,67.24,4.93,-34.46,f,,Jon Van Arragon,1247,,
BU,600,CL-CC3-5,71546,,-113.431189,55.210049,,,233963,2021-06-10 22:13:00,204367,Transcribed,180s,1SPT,WTSP,White-throated Sparrow,ZONOTRICHIA ALBICOLLIS,1,2373480,1,Song,60.98,5.50,-18.78,f,,Jon Van Arragon,1247,,
BU,600,CL-CC3-5,71546,,-113.431189,55.210049,,,233963,2021-06-10 22:13:00,204367,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,2,2373495,1,Song,162.15,1.78,-54.09,f,,Jon Van Arragon,1247,,
BU,600,CL-CC3-6,71545,,-113.434056,55.210396,,,233842,2021-06-21 22:18:00,204246,Transcribed,180s,1SPT,TEWA,Tennessee Warbler,LEIOTHLYPIS PEREGRINA,2,2417937,1,Song,22.40,2.05,-44.84,f,,Hannah Phillips,1234,,Static made any quieter signals very difficult to hear/identify (labelled as unknown - processed). Confident tags were from obvious patterns of bird songs.
BU,600,CL-CC3-6,71545,,-113.434056,55.210396,,,233842,2021-06-21 22:18:00,204246,Transcribed,180s,1SPT,OVEN,Ovenbird,SEIURUS AUROCAPILLA,1,2417939,1,Song,76.74,2.66,-45.28,f,,Hannah Phillips,1234,,Static made any quieter signals very difficult to hear/identify (labelled as unknown - processed). Confident tags were from obvious patterns of bird songs.
